AnnoS;AteneoCOD;AteneoNOME;SESSO;Lau
2014;1508;Milano San Raffaele;F;337
2014;1508;Milano San Raffaele;M;171
2014;1509;Milano Bicocca;F;4275
2014;1509;Milano Bicocca;M;2269
2014;1601;Bergamo;F;1861
2014;1601;Bergamo;M;1089
2014;1701;Brescia;F;1148
2014;1701;Brescia;M;1133
2014;1801;Pavia;F;2581
2014;1801;Pavia;M;1868
2014;2101;Bolzano;F;452
2014;2101;Bolzano;M;178
2014;2201;Trento;F;1852
2014;2201;Trento;M;1615
2014;2301;Verona;F;3098
2014;2301;Verona;M;1419
2014;2701;Ca' Foscari Venezia;F;3011
2014;2701;Ca' Foscari Venezia;M;1325
2014;2702;Venezia Iuav;F;797
2014;2702;Venezia Iuav;M;738
2014;2801;Padova;F;7157
2014;2801;Padova;M;4992
2014;3001;Udine;F;1705
2014;3001;Udine;M;1233
2014;3201;Trieste;F;1999
2014;3201;Trieste;M;1305
2014;3401;Parma;F;3077
2014;3401;Parma;M;2137
2014;3601;Modena e Reggio Emilia;F;2131
2014;3601;Modena e Reggio Emilia;M;1642
2014;3701;Bologna;F;9829
2014;3701;Bologna;M;6743
2014;3801;Ferrara;F;1738
2014;3801;Ferrara;M;1159
2014;4101;Urbino;F;1737
2014;4101;Urbino;M;835
2014;4201;Marche;F;1480
2014;4201;Marche;M;1501
2014;4301;Macerata;F;1298
2014;4301;Macerata;M;383
2014;4302;Camerino;F;546
2014;4302;Camerino;M;503
2014;4801;Firenze;F;5171
2014;4801;Firenze;M;3169
2014;4804;Firenze IUL - telematica;F;5
2014;5001;Pisa;F;3463
2014;5001;Pisa;M;3110
2014;5201;Siena;F;1714
2014;5201;Siena;M;1135
2014;5202;Siena Stranieri;F;134
2014;5202;Siena Stranieri;M;31
2014;5401;Perugia;F;2640
2014;5401;Perugia;M;1868
2014;5403;Perugia Stranieri;F;193
2014;5403;Perugia Stranieri;M;74
2014;5601;Tuscia;F;622
2014;5601;Tuscia;M;681
2014;5801;Roma La Sapienza;F;11600
2014;5801;Roma La Sapienza;M;7348
2014;5802;Roma Tor Vergata;F;2953
2014;5802;Roma Tor Vergata;M;2877
2014;5803;Roma LUMSA;F;1104
2014;5803;Roma LUMSA;M;375
2014;5805;Roma LUISS;F;1175
2014;5805;Roma LUISS;M;1150
2014;5806;Roma Foro Italico;F;145
2014;5806;Roma Foro Italico;M;267
2014;5807;Roma Tre;F;3599
2014;5807;Roma Tre;M;2262
2014;5808;Roma Biomedico;F;231
2014;5808;Roma Biomedico;M;146
2014;5809;Roma UNINT;F;242
2014;5809;Roma UNINT;M;120
2014;5810;Roma Marconi - telematica;F;569
2014;5810;Roma Marconi - telematica;M;980
2014;5811;Roma UNITELMA - telematica;F;158
2014;5811;Roma UNITELMA - telematica;M;180
2014;5812;Roma Europea;F;170
2014;5812;Roma Europea;M;78
2014;5813;Roma UNINETTUNO - telematica;F;169
2014;5813;Roma UNINETTUNO - telematica;M;278
2014;5814;Roma  Mercatorum - telematica;F;8
2014;5814;Roma  Mercatorum - telematica;M;24
2014;5815;Roma UNICUSANO - telematica;F;857
2014;5815;Roma UNICUSANO - telematica;M;1558
2014;5816;Roma San Raffaele - telematica;F;27
2014;5816;Roma San Raffaele - telematica;M;39
2014;5817;Roma Link Campus;F;51
2014;5817;Roma Link Campus;M;86
2014;6001;Cassino;F;809
2014;6001;Cassino;M;545
2014;6201;Sannio;F;471
2014;6201;Sannio;M;372
2014;6202;Benevento Giustino Fortunato - telematica;F;55
2014;6202;Benevento Giustino Fortunato - telematica;M;76
2014;6301;Napoli Federico II;F;7349
2014;6301;Napoli Federico II;M;5349
2014;6302;Napoli Parthenope;F;1231
2014;6302;Napoli Parthenope;M;1379
2014;6303;Napoli L'Orientale;F;1336
2014;6303;Napoli L'Orientale;M;321
2014;6304;Napoli Benincasa;F;1614
2014;6304;Napoli Benincasa;M;242
2014;6306;Napoli Vanvitelli;F;2750
2014;6306;Napoli Vanvitelli;M;1714
2014;6307;Napoli Pegaso - telematica;F;671
2014;6307;Napoli Pegaso - telematica;M;1262
2014;6501;Salerno;F;3111
2014;6501;Salerno;M;1683
2014;6601;L'Aquila;F;1900
2014;6601;L'Aquila;M;1420
2014;6701;Teramo;F;586
2014;6701;Teramo;M;415
2014;6901;Chieti e Pescara;F;3813
2014;6901;Chieti e Pescara;M;1617
2014;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;30
2014;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;24
2014;7001;Molise;F;723
2014;7001;Molise;M;436
2014;7101;Foggia;F;937
2014;7101;Foggia;M;556
2014;7201;Bari;F;5267
2014;7201;Bari;M;2430
2014;7202;Bari Politecnico;F;577
2014;7202;Bari Politecnico;M;1121
2014;7203;Casamassima - G.Degennaro;F;96
2014;7203;Casamassima - G.Degennaro;M;173
2014;7501;Salento;F;2365
2014;7501;Salento;M;1013
2014;7601;Basilicata;F;627
2014;7601;Basilicata;M;397
2014;7801;Calabria;F;3006
2014;7801;Calabria;M;1759
2014;7901;Catanzaro;F;783
2014;7901;Catanzaro;M;421
2014;8001;Reggio Calabria;F;501
2014;8001;Reggio Calabria;M;568
2014;8003;Reggio Calabria - Dante Alighieri;F;134
2014;8003;Reggio Calabria - Dante Alighieri;M;18
2014;8201;Palermo;F;5138
2014;8201;Palermo;M;3069
2014;8301;Messina;F;2794
2014;8301;Messina;M;1470
2014;8601;Enna KORE;F;655
2014;8601;Enna KORE;M;361
2014;8701;Catania;F;4361
2014;8701;Catania;M;2620
2014;9001;Sassari;F;1422
2014;9001;Sassari;M;656
2014;9201;Cagliari;F;2471
2014;9201;Cagliari;M;1532
2013;101;Torino;F;7287
2013;101;Torino;M;4535
2013;102;Torino Politecnico;F;1787
2013;102;Torino Politecnico;M;3697
2013;201;Piemonte Orientale;F;1100
2013;201;Piemonte Orientale;M;645
2013;401;Bra Scienze Gastronomiche;F;52
2013;401;Bra Scienze Gastronomiche;M;39
2013;701;Aosta;F;174
2013;701;Aosta;M;52
2013;1001;Genova;F;3702
2013;1001;Genova;M;2591
2013;1201;Castellanza LIUC;F;161
2013;1201;Castellanza LIUC;M;369
2013;1202;Insubria;F;927
2013;1202;Insubria;M;654
2013;1301;Novedrate e-Campus - telematica;F;318
2013;1301;Novedrate e-Campus - telematica;M;368
2013;1501;Milano;F;6494
2013;1501;Milano;M;3973
2013;1502;Milano Politecnico;F;3586
2013;1502;Milano Politecnico;M;5990
2013;1503;Milano Bocconi;F;2043
2013;1503;Milano Bocconi;M;2183
2013;1504;Milano Cattolica;F;6457
2013;1504;Milano Cattolica;M;3132
2013;1505;Milano IULM;F;717
2013;1505;Milano IULM;M;263
2013;1508;Milano San Raffaele;F;316
2013;1508;Milano San Raffaele;M;158
2013;1509;Milano Bicocca;F;3886
2013;1509;Milano Bicocca;M;2039
2013;1601;Bergamo;F;1741
2013;1601;Bergamo;M;940
2013;1701;Brescia;F;1169
2013;1701;Brescia;M;1183
2013;1801;Pavia;F;2565
2013;1801;Pavia;M;1843
2013;2101;Bolzano;F;531
2013;2101;Bolzano;M;180
2013;2201;Trento;F;1693
2013;2201;Trento;M;1537
2013;2301;Verona;F;2967
2013;2301;Verona;M;1369
2013;2701;Ca' Foscari Venezia;F;2861
2013;2701;Ca' Foscari Venezia;M;1324
2013;2702;Venezia Iuav;F;843
2013;2702;Venezia Iuav;M;812
2013;2801;Padova;F;7330
2013;2801;Padova;M;5069
2013;3001;Udine;F;1758
2013;3001;Udine;M;1236
2013;3201;Trieste;F;2030
2013;3201;Trieste;M;1299
2013;3401;Parma;F;3094
2013;3401;Parma;M;2260
2013;3601;Modena e Reggio Emilia;F;2115
2013;3601;Modena e Reggio Emilia;M;1550
2013;3701;Bologna;F;9472
2013;3701;Bologna;M;6410
2013;3801;Ferrara;F;1836
2013;3801;Ferrara;M;1253
2013;4101;Urbino;F;1722
2013;4101;Urbino;M;914
2013;4201;Marche;F;1473
2013;4201;Marche;M;1588
2013;4301;Macerata;F;1359
2013;4301;Macerata;M;439
2013;4302;Camerino;F;520
2013;4302;Camerino;M;525
2013;4801;Firenze;F;5252
2013;4801;Firenze;M;3123
2013;4804;Firenze IUL - telematica;F;1
2013;4804;Firenze IUL - telematica;M;2
2013;5001;Pisa;F;3575
2013;5001;Pisa;M;3208
2013;5201;Siena;F;1989
2013;5201;Siena;M;1271
2013;5202;Siena Stranieri;F;115
2013;5202;Siena Stranieri;M;17
2013;5401;Perugia;F;2763
2013;5401;Perugia;M;1863
2013;5403;Perugia Stranieri;F;185
2013;5403;Perugia Stranieri;M;88
2013;5601;Tuscia;F;676
2013;5601;Tuscia;M;731
2013;5801;Roma La Sapienza;F;11933
2013;5801;Roma La Sapienza;M;7352
2013;5802;Roma Tor Vergata;F;3051
2013;5802;Roma Tor Vergata;M;2434
2013;5803;Roma LUMSA;F;1076
2013;5803;Roma LUMSA;M;434
2013;5805;Roma LUISS;F;1213
2013;5805;Roma LUISS;M;1027
2013;5806;Roma Foro Italico;F;152
2013;5806;Roma Foro Italico;M;280
2013;5807;Roma Tre;F;3573
2013;5807;Roma Tre;M;2306
2013;5808;Roma Biomedico;F;215
2013;5808;Roma Biomedico;M;131
2013;5809;Roma UNINT;F;269
2013;5809;Roma UNINT;M;104
2013;5810;Roma Marconi - telematica;F;573
2013;5810;Roma Marconi - telematica;M;1016
2013;5811;Roma UNITELMA - telematica;F;115
2013;5811;Roma UNITELMA - telematica;M;140
2013;5812;Roma Europea;F;136
2013;5812;Roma Europea;M;91
2013;5813;Roma UNINETTUNO - telematica;F;81
2013;5813;Roma UNINETTUNO - telematica;M;110
2013;5814;Roma  Mercatorum - telematica;F;2
2013;5814;Roma  Mercatorum - telematica;M;24
2013;5815;Roma UNICUSANO - telematica;F;790
2013;5815;Roma UNICUSANO - telematica;M;1619
2013;5816;Roma San Raffaele - telematica;F;19
2013;5816;Roma San Raffaele - telematica;M;46
2013;5817;Roma Link Campus;M;1
2013;6001;Cassino;F;856
2013;6001;Cassino;M;606
2013;6201;Sannio;F;485
2013;6201;Sannio;M;389
2013;6202;Benevento Giustino Fortunato - telematica;F;35
2013;6202;Benevento Giustino Fortunato - telematica;M;76
2013;6301;Napoli Federico II;F;7300
2013;6301;Napoli Federico II;M;5548
2013;6302;Napoli Parthenope;F;1033
2013;6302;Napoli Parthenope;M;1092
2013;6303;Napoli L'Orientale;F;1334
2013;6303;Napoli L'Orientale;M;326
2013;6304;Napoli Benincasa;F;1619
2013;6304;Napoli Benincasa;M;247
2013;6306;Napoli Vanvitelli;F;2748
2013;6306;Napoli Vanvitelli;M;1820
2013;6307;Napoli Pegaso - telematica;F;503
2013;6307;Napoli Pegaso - telematica;M;1053
2013;6501;Salerno;F;2838
2013;6501;Salerno;M;1713
2013;6601;L'Aquila;F;1911
2013;6601;L'Aquila;M;1495
2013;6701;Teramo;F;619
2013;6701;Teramo;M;633
2013;6901;Chieti e Pescara;F;3740
2013;6901;Chieti e Pescara;M;1669
2013;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;28
2013;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;15
2013;7001;Molise;F;786
2013;7001;Molise;M;414
2013;7101;Foggia;F;986
2013;7101;Foggia;M;537
2013;7201;Bari;F;5355
2013;7201;Bari;M;2616
2013;7202;Bari Politecnico;F;576
2013;7202;Bari Politecnico;M;1212
2013;7203;Casamassima - G.Degennaro;F;82
2013;7203;Casamassima - G.Degennaro;M;176
2013;7501;Salento;F;2457
2013;7501;Salento;M;1068
2013;7601;Basilicata;F;669
2013;7601;Basilicata;M;445
2013;7801;Calabria;F;2924
2013;7801;Calabria;M;1706
2013;7901;Catanzaro;F;731
2013;7901;Catanzaro;M;516
2013;8001;Reggio Calabria;F;462
2013;8001;Reggio Calabria;M;519
2013;8003;Reggio Calabria - Dante Alighieri;F;94
2013;8003;Reggio Calabria - Dante Alighieri;M;22
2013;8201;Palermo;F;5599
2013;8201;Palermo;M;3444
2013;8301;Messina;F;3146
2013;8301;Messina;M;1690
2013;8601;Enna KORE;F;655
2013;8601;Enna KORE;M;321
2013;8701;Catania;F;4484
2013;8701;Catania;M;2612
2013;9001;Sassari;F;1401
2013;9001;Sassari;M;685
2013;9201;Cagliari;F;2762
2013;9201;Cagliari;M;1557
2012;101;Torino;F;7313
2012;101;Torino;M;4052
2012;102;Torino Politecnico;F;1647
2012;102;Torino Politecnico;M;3683
2012;201;Piemonte Orientale;F;937
2012;201;Piemonte Orientale;M;515
2012;401;Bra Scienze Gastronomiche;F;30
2012;401;Bra Scienze Gastronomiche;M;38
2012;701;Aosta;F;115
2012;701;Aosta;M;42
2012;1001;Genova;F;3666
2012;1001;Genova;M;2497
2012;1201;Castellanza LIUC;F;162
2012;1201;Castellanza LIUC;M;357
2012;1202;Insubria;F;1015
2012;1202;Insubria;M;665
2012;1301;Novedrate e-Campus - telematica;F;209
2012;1301;Novedrate e-Campus - telematica;M;321
2012;1501;Milano;F;6358
2012;1501;Milano;M;3803
2012;1502;Milano Politecnico;F;3344
2012;1502;Milano Politecnico;M;5565
2012;1503;Milano Bocconi;F;2079
2012;1503;Milano Bocconi;M;2188
2012;1504;Milano Cattolica;F;6328
2012;1504;Milano Cattolica;M;2920
2012;1505;Milano IULM;F;791
2012;1505;Milano IULM;M;266
2012;1508;Milano San Raffaele;F;371
2012;1508;Milano San Raffaele;M;162
2012;1509;Milano Bicocca;F;3621
2012;1509;Milano Bicocca;M;1944
2012;1601;Bergamo;F;1627
2012;1601;Bergamo;M;917
2012;1701;Brescia;F;1181
2012;1701;Brescia;M;1235
2012;1801;Pavia;F;2327
2012;1801;Pavia;M;1785
2012;2101;Bolzano;F;493
2012;2101;Bolzano;M;150
2012;2201;Trento;F;1525
2012;2201;Trento;M;1394
2012;2301;Verona;F;2975
2012;2301;Verona;M;1383
2012;2701;Ca' Foscari Venezia;F;2588
2012;2701;Ca' Foscari Venezia;M;1226
2012;2702;Venezia Iuav;F;917
2012;2702;Venezia Iuav;M;858
2012;2801;Padova;F;7109
2012;2801;Padova;M;5027
2012;3001;Udine;F;1661
2012;3001;Udine;M;1268
2012;3201;Trieste;F;2134
2012;3201;Trieste;M;1368
2012;3401;Parma;F;2990
2012;3401;Parma;M;2190
2012;3601;Modena e Reggio Emilia;F;2050
2012;3601;Modena e Reggio Emilia;M;1482
2012;3701;Bologna;F;8987
2012;3701;Bologna;M;6224
2012;3801;Ferrara;F;1576
2012;3801;Ferrara;M;1181
2012;4101;Urbino;F;1796
2012;4101;Urbino;M;855
2012;4201;Marche;F;1496
2012;4201;Marche;M;1686
2012;4301;Macerata;F;1359
2012;4301;Macerata;M;459
2012;4302;Camerino;F;579
2012;4302;Camerino;M;562
2012;4801;Firenze;F;5445
2012;4801;Firenze;M;3812
2012;4804;Firenze IUL - telematica;F;8
2012;4804;Firenze IUL - telematica;M;2
2012;5001;Pisa;F;3485
2012;5001;Pisa;M;3198
2012;5201;Siena;F;1929
2012;5201;Siena;M;1178
2012;5202;Siena Stranieri;F;91
2012;5202;Siena Stranieri;M;10
2012;5401;Perugia;F;2756
2012;5401;Perugia;M;1897
2012;5403;Perugia Stranieri;F;210
2012;5403;Perugia Stranieri;M;137
2012;5601;Tuscia;F;656
2012;5601;Tuscia;M;1016
2012;5801;Roma La Sapienza;F;12314
2012;5801;Roma La Sapienza;M;7445
2012;5802;Roma Tor Vergata;F;2932
2012;5802;Roma Tor Vergata;M;2341
2012;5803;Roma LUMSA;F;991
2012;5803;Roma LUMSA;M;398
2012;5805;Roma LUISS;F;1077
2012;5805;Roma LUISS;M;1048
2012;5806;Roma Foro Italico;F;135
2012;5806;Roma Foro Italico;M;219
2012;5807;Roma Tre;F;3398
2012;5807;Roma Tre;M;2192
2012;5808;Roma Biomedico;F;189
2012;5808;Roma Biomedico;M;119
2012;5809;Roma UNINT;F;240
2012;5809;Roma UNINT;M;108
2012;5810;Roma Marconi - telematica;F;473
2012;5810;Roma Marconi - telematica;M;939
2012;5811;Roma UNITELMA - telematica;F;95
2012;5811;Roma UNITELMA - telematica;M;149
2012;5812;Roma Europea;F;109
2012;5812;Roma Europea;M;60
2012;5813;Roma UNINETTUNO - telematica;F;76
2012;5813;Roma UNINETTUNO - telematica;M;84
2012;5814;Roma  Mercatorum - telematica;F;7
2012;5814;Roma  Mercatorum - telematica;M;10
2012;5815;Roma UNICUSANO - telematica;F;579
2012;5815;Roma UNICUSANO - telematica;M;1053
2012;5816;Roma San Raffaele - telematica;F;2
2012;5816;Roma San Raffaele - telematica;M;3
2012;6001;Cassino;F;954
2012;6001;Cassino;M;633
2012;6201;Sannio;F;452
2012;6201;Sannio;M;400
2012;6202;Benevento Giustino Fortunato - telematica;F;31
2012;6202;Benevento Giustino Fortunato - telematica;M;79
2012;6301;Napoli Federico II;F;7313
2012;6301;Napoli Federico II;M;5563
2012;6302;Napoli Parthenope;F;912
2012;6302;Napoli Parthenope;M;1123
2012;6303;Napoli L'Orientale;F;1401
2012;6303;Napoli L'Orientale;M;351
2012;6304;Napoli Benincasa;F;1619
2012;6304;Napoli Benincasa;M;287
2012;6306;Napoli Vanvitelli;F;2760
2012;6306;Napoli Vanvitelli;M;1762
2012;6307;Napoli Pegaso - telematica;F;491
2012;6307;Napoli Pegaso - telematica;M;1316
2012;6501;Salerno;F;2849
2012;6501;Salerno;M;1679
2012;6601;L'Aquila;F;1744
2012;6601;L'Aquila;M;1386
2012;6701;Teramo;F;541
2012;6701;Teramo;M;441
2012;6901;Chieti e Pescara;F;3572
2012;6901;Chieti e Pescara;M;1580
2012;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;36
2012;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;23
2012;7001;Molise;F;763
2012;7001;Molise;M;469
2012;7101;Foggia;F;899
2012;7101;Foggia;M;502
2012;7201;Bari;F;5393
2012;7201;Bari;M;2497
2012;7202;Bari Politecnico;F;543
2012;7202;Bari Politecnico;M;1172
2012;7203;Casamassima - G.Degennaro;F;103
2012;7203;Casamassima - G.Degennaro;M;120
2012;7501;Salento;F;2694
2012;7501;Salento;M;1126
2012;7601;Basilicata;F;581
2012;7601;Basilicata;M;358
2012;7801;Calabria;F;2931
2012;7801;Calabria;M;1801
2012;7901;Catanzaro;F;869
2012;7901;Catanzaro;M;484
2012;8001;Reggio Calabria;F;466
2012;8001;Reggio Calabria;M;515
2012;8003;Reggio Calabria - Dante Alighieri;F;51
2012;8003;Reggio Calabria - Dante Alighieri;M;16
2012;8201;Palermo;F;5346
2012;8201;Palermo;M;3189
2012;8301;Messina;F;3106
2012;8301;Messina;M;1702
2012;8601;Enna KORE;F;670
2012;8601;Enna KORE;M;292
2012;8701;Catania;F;4801
2012;8701;Catania;M;2902
2012;9001;Sassari;F;1498
2012;9001;Sassari;M;713
2012;9201;Cagliari;F;3130
2012;9201;Cagliari;M;1694
2011;101;Torino;F;7011
2011;101;Torino;M;4047
2011;102;Torino Politecnico;F;1578
2011;102;Torino Politecnico;M;3361
2011;201;Piemonte Orientale;F;1064
2011;201;Piemonte Orientale;M;515
2011;401;Bra Scienze Gastronomiche;F;33
2011;401;Bra Scienze Gastronomiche;M;28
2011;701;Aosta;F;132
2011;701;Aosta;M;36
2011;1001;Genova;F;3375
2011;1001;Genova;M;2541
2011;1201;Castellanza LIUC;F;191
2011;1201;Castellanza LIUC;M;340
2011;1202;Insubria;F;903
2011;1202;Insubria;M;612
2011;1301;Novedrate e-Campus - telematica;F;142
2011;1301;Novedrate e-Campus - telematica;M;183
2011;1501;Milano;F;5909
2011;1501;Milano;M;3714
2011;1502;Milano Politecnico;F;3279
2011;1502;Milano Politecnico;M;5654
2011;1503;Milano Bocconi;F;1912
2011;1503;Milano Bocconi;M;2171
2011;1504;Milano Cattolica;F;6005
2011;1504;Milano Cattolica;M;2807
2011;1505;Milano IULM;F;723
2011;1505;Milano IULM;M;295
2011;1508;Milano San Raffaele;F;373
2011;1508;Milano San Raffaele;M;183
2011;1509;Milano Bicocca;F;3604
2011;1509;Milano Bicocca;M;1903
2011;1601;Bergamo;F;1606
2011;1601;Bergamo;M;929
2011;1701;Brescia;F;1185
2011;1701;Brescia;M;1184
2011;1801;Pavia;F;2454
2011;1801;Pavia;M;1741
2011;2101;Bolzano;F;472
2011;2101;Bolzano;M;158
2011;2201;Trento;F;1445
2011;2201;Trento;M;1218
2011;2301;Verona;F;2765
2011;2301;Verona;M;1266
2011;2701;Ca' Foscari Venezia;F;2437
2011;2701;Ca' Foscari Venezia;M;1124
2011;2702;Venezia Iuav;F;783
2011;2702;Venezia Iuav;M;731
2011;2801;Padova;F;6727
2011;2801;Padova;M;4936
2011;3001;Udine;F;1703
2011;3001;Udine;M;1237
2011;3201;Trieste;F;1917
2011;3201;Trieste;M;1315
2011;3401;Parma;F;2669
2011;3401;Parma;M;2050
2011;3601;Modena e Reggio Emilia;F;2086
2011;3601;Modena e Reggio Emilia;M;1582
2011;3701;Bologna;F;9111
2011;3701;Bologna;M;6039
2011;3801;Ferrara;F;1632
2011;3801;Ferrara;M;1307
2011;4101;Urbino;F;1863
2011;4101;Urbino;M;904
2011;4201;Marche;F;1423
2011;4201;Marche;M;1431
2011;4301;Macerata;F;1392
2011;4301;Macerata;M;434
2011;4302;Camerino;F;488
2011;4302;Camerino;M;531
2011;4801;Firenze;F;5441
2011;4801;Firenze;M;3972
2011;4804;Firenze IUL - telematica;F;1
2011;5001;Pisa;F;3521
2011;5001;Pisa;M;3242
2011;5201;Siena;F;2032
2011;5201;Siena;M;1334
2011;5202;Siena Stranieri;F;118
2011;5202;Siena Stranieri;M;19
2011;5401;Perugia;F;2938
2011;5401;Perugia;M;2053
2011;5403;Perugia Stranieri;F;236
2011;5403;Perugia Stranieri;M;153
2011;5601;Tuscia;F;670
2011;5601;Tuscia;M;1083
2011;5801;Roma La Sapienza;F;12684
2011;5801;Roma La Sapienza;M;7510
2011;5802;Roma Tor Vergata;F;2886
2011;5802;Roma Tor Vergata;M;2411
2011;5803;Roma LUMSA;F;1047
2011;5803;Roma LUMSA;M;381
2011;5805;Roma LUISS;F;1090
2011;5805;Roma LUISS;M;972
2011;5806;Roma Foro Italico;F;86
2011;5806;Roma Foro Italico;M;176
2011;5807;Roma Tre;F;3142
2011;5807;Roma Tre;M;2067
2011;5808;Roma Biomedico;F;132
2011;5808;Roma Biomedico;M;101
2011;5809;Roma UNINT;F;216
2011;5809;Roma UNINT;M;141
2011;5810;Roma Marconi - telematica;F;387
2011;5810;Roma Marconi - telematica;M;965
2011;5811;Roma UNITELMA - telematica;F;99
2011;5811;Roma UNITELMA - telematica;M;138
2011;5812;Roma Europea;F;109
2011;5812;Roma Europea;M;65
2011;5813;Roma UNINETTUNO - telematica;F;44
2011;5813;Roma UNINETTUNO - telematica;M;59
2011;5814;Roma  Mercatorum - telematica;F;12
2011;5814;Roma  Mercatorum - telematica;M;11
2011;5815;Roma UNICUSANO - telematica;F;482
2011;5815;Roma UNICUSANO - telematica;M;1246
2011;5816;Roma San Raffaele - telematica;M;7
2011;6001;Cassino;F;892
2011;6001;Cassino;M;599
2011;6201;Sannio;F;406
2011;6201;Sannio;M;359
2011;6202;Benevento Giustino Fortunato - telematica;F;35
2011;6202;Benevento Giustino Fortunato - telematica;M;58
2011;6301;Napoli Federico II;F;6882
2011;6301;Napoli Federico II;M;5188
2011;6302;Napoli Parthenope;F;927
2011;6302;Napoli Parthenope;M;1070
2011;6303;Napoli L'Orientale;F;1439
2011;6303;Napoli L'Orientale;M;363
2011;6304;Napoli Benincasa;F;1572
2011;6304;Napoli Benincasa;M;287
2011;6306;Napoli Vanvitelli;F;2541
2011;6306;Napoli Vanvitelli;M;1806
2011;6307;Napoli Pegaso - telematica;F;505
2011;6307;Napoli Pegaso - telematica;M;1427
2011;6501;Salerno;F;2738
2011;6501;Salerno;M;1656
2011;6601;L'Aquila;F;1992
2011;6601;L'Aquila;M;1239
2011;6701;Teramo;F;487
2011;6701;Teramo;M;595
2011;6901;Chieti e Pescara;F;3576
2011;6901;Chieti e Pescara;M;1689
2011;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;F;38
2011;6902;Torrevecchia Teatina Leonardo da Vinci - telematica;M;25
2011;7001;Molise;F;1051
2011;7001;Molise;M;625
2011;7101;Foggia;F;984
2011;7101;Foggia;M;473
2011;7201;Bari;F;5205
2011;7201;Bari;M;2427
2011;7202;Bari Politecnico;F;463
2011;7202;Bari Politecnico;M;1088
2011;7203;Casamassima - G.Degennaro;F;85
2011;7203;Casamassima - G.Degennaro;M;134
2011;7501;Salento;F;2849
2011;7501;Salento;M;1112
2011;7601;Basilicata;F;561
2011;7601;Basilicata;M;404
2011;7801;Calabria;F;2970
2011;7801;Calabria;M;1794
2011;7901;Catanzaro;F;989
2011;7901;Catanzaro;M;614
2011;8001;Reggio Calabria;F;481
2011;8001;Reggio Calabria;M;533
2011;8003;Reggio Calabria - Dante Alighieri;F;23
2011;8003;Reggio Calabria - Dante Alighieri;M;6
2011;8201;Palermo;F;5050
2011;8201;Palermo;M;2953
2011;8301;Messina;F;3003
2011;8301;Messina;M;1623
2011;8601;Enna KORE;F;588
2011;8601;Enna KORE;M;269
2011;8701;Catania;F;4449
2011;8701;Catania;M;2721
2011;9001;Sassari;F;1691
2011;9001;Sassari;M;732
2011;9201;Cagliari;F;2851
2011;9201;Cagliari;M;1568
2010;101;Torino;F;7194
2010;101;Torino;M;4217
2010;102;Torino Politecnico;F;1413
2010;102;Torino Politecnico;M;3182
2010;201;Piemonte Orientale;F;1077
2010;201;Piemonte Orientale;M;598
2010;401;Bra Scienze Gastronomiche;F;30
2010;401;Bra Scienze Gastronomiche;M;33
2010;701;Aosta;F;119
2010;701;Aosta;M;42
2010;1001;Genova;F;3394
2010;1001;Genova;M;2395
2010;1201;Castellanza LIUC;F;184
2010;1201;Castellanza LIUC;M;330
2010;1202;Insubria;F;921
2010;1202;Insubria;M;652
2010;1301;Novedrate e-Campus - telematica;F;62
2010;1301;Novedrate e-Campus - telematica;M;92
2010;1501;Milano;F;5777
2010;1501;Milano;M;3884
2010;1502;Milano Politecnico;F;2898
2010;1502;Milano Politecnico;M;5264
2010;1503;Milano Bocconi;F;1848
2010;1503;Milano Bocconi;M;2202
2010;1504;Milano Cattolica;F;5830
2010;1504;Milano Cattolica;M;2687
2010;1505;Milano IULM;F;848
2010;1505;Milano IULM;M;304
2010;1508;Milano San Raffaele;F;374
2010;1508;Milano San Raffaele;M;173
2010;1509;Milano Bicocca;F;3088
2010;1509;Milano Bicocca;M;1645
2010;1601;Bergamo;F;1579
2010;1601;Bergamo;M;852
2010;1701;Brescia;F;1106
2010;1701;Brescia;M;1122
2010;1801;Pavia;F;2385
2010;1801;Pavia;M;1650
2010;2101;Bolzano;F;395
2010;2101;Bolzano;M;135
2010;2201;Trento;F;1216
2010;2201;Trento;M;1203
2010;2301;Verona;F;2617
2010;2301;Verona;M;1288
2010;2701;Ca' Foscari Venezia;F;2371
2010;2701;Ca' Foscari Venezia;M;1180
2010;2702;Venezia Iuav;F;859
2010;2702;Venezia Iuav;M;714
2010;2801;Padova;F;6697
2010;2801;Padova;M;4836
2010;3001;Udine;F;1624
2010;3001;Udine;M;1229
2010;3201;Trieste;F;1971
2010;3201;Trieste;M;1291
2010;3401;Parma;F;2655
2010;3401;Parma;M;1899
2010;3601;Modena e Reggio Emilia;F;2086
2010;3601;Modena e Reggio Emilia;M;1500
2010;3701;Bologna;F;8681
2010;3701;Bologna;M;6167
2010;3801;Ferrara;F;1484
2010;3801;Ferrara;M;1217
2010;4101;Urbino;F;1823
2010;4101;Urbino;M;989
2010;4201;Marche;F;1309
2010;4201;Marche;M;1404
2010;4301;Macerata;F;1291
